art_style,emotion,painting,repetition,utterance,version,split,tokens_len,utterance_spelled,emotion_label,image_file,grounding_emotion
Rococo,awe,vladimir-borovikovsky_paul-i-1800,6,"The king's nobility is evidenced by his attire, wand, crown, and the majestic architectural feature on the right.",old,train,19,the king 's nobility is evidenced by his attire wand crown and the majestic architectural feature on the right,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/vladimir-borovikovsky_paul-i-1800.jpg,awe
Romanticism,sadness,konstantin-makovsky_girl-with-jug,5,the expression on her face looks like she is tired of holding that pot up.,old,train,15,the expression on her face looks like she is tired of holding that pot up,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/konstantin-makovsky_girl-with-jug.jpg,sadness
Pop_Art,contentment,patrick-procktor_corfu-1989,5,A very peaceful arbor in a garden area,old,train,8,a very peaceful arbor in a garden area,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/patrick-procktor_corfu-1989.jpg,contentment
Expressionism,awe,filipp-malyavin_two-girls-1910,12,"While the rest of the portrait is scattered and indistinguishable, the faces are bright with clarity and soul-striking.",old,train,19,while the rest of the portrait is scattered and indistinguishable the faces are bright with clarity and soul striking,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/filipp-malyavin_two-girls-1910.jpg,awe
Rococo,awe,giovanni-battista-tiepolo_the-banquet-of-cleopatra-1744,6,"How their garments drape of them and the detail given to the dresses, and even the lace table cloth is amazint.",old,train,21,how their garments drape of them and the detail given to the dresses and even the lace table cloth is amazing,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/giovanni-battista-tiepolo_the-banquet-of-cleopatra-1744.jpg,awe
High_Renaissance,amusement,leonardo-da-vinci_drawing-of-an-flood,5,whimsical drawing that looks like smoke or clouds,old,train,8,whimsical drawing that looks like smoke or clouds,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/leonardo-da-vinci_drawing-of-an-flood.jpg,amusement
Cubism,contentment,albert-gleizes_mati-re-et-lumi-re-ou-le-christ-au-t-tramorphe-1934,5,I just like it. I would own it.,old,train,8,i just like it i would own it,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/albert-gleizes_mati-re-et-lumi-re-ou-le-christ-au-t-tramorphe-1934.jpg,contentment
Expressionism,contentment,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,I feel content looking at this picture because of the bold black lines that are in it feel creative to look at.,old,rest,22,i feel content looking at this picture because of the bold black lines that are in it feel creative to look at,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,contentment
Impressionism,fear,alfred-sisley_saint-cloud-banks-of-the-seine-1879,5,I feel like this painting shows a big storm or destruction,old,train,11,i feel like this painting shows a big storm or destruction,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/alfred-sisley_saint-cloud-banks-of-the-seine-1879.jpg,fear
Art_Nouveau_Modern,amusement,ferdinand-hodler_unity-1911,5,the detail to the mens butts is entertaining they're all nice and rounded.,old,train,14,the detail to the mens butts is entertaining they are all nice and rounded,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/ferdinand-hodler_unity-1911.jpg,amusement
Expressionism,contentment,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,The warm theme of this painting is due to the light coloring and cartoony feel,old,rest,15,the warm theme of this painting is due to the light coloring and cartoony feel,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,contentment
Color_Field_Painting,excitement,charles-hinman_untitled-from-the-on-the-bowery-portfolio-1969,7,The color choice is brilliant and innovative.,old,train,7,the color choice is brilliant and innovative,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/charles-hinman_untitled-from-the-on-the-bowery-portfolio-1969.jpg,excitement
Art_Nouveau_Modern,contentment,michel-simonidy_the-ball-1899,6,This is a wedding and the two person are happy thinking of what life will offer them,old,train,17,this is a wedding and the two person are happy thinking of what life will offer them,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/michel-simonidy_the-ball-1899.jpg,contentment
Synthetic_Cubism,disgust,juan-gris_still-life-with-newspaper-1918,6,The scene appears jumbled and confused.,old,train,6,the scene appears jumbled and confused,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Synthetic_Cubism/juan-gris_still-life-with-newspaper-1918.jpg,disgust
Pop_Art,contentment,peter-max_better-world-1993,6,It is a peaceful picture to me I love water and the sun flowing into it,old,train,16,it is a peaceful picture to me i love water and the sun flowing into it,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/peter-max_better-world-1993.jpg,contentment
Realism,something else,ilya-repin_if-all-not-i-1896,5,"Confusion, because I cannot tell if the people are joyous or agonized.",old,val,13,confusion because i can not tell if the people are joyous or agonized,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/ilya-repin_if-all-not-i-1896.jpg,something else
Mannerism_Late_Renaissance,awe,paolo-veronese_scorn,6,The angel stepping on the man's chest is like good over evil.,old,train,13,the angel stepping on the man 's chest is like good over evil,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/paolo-veronese_scorn.jpg,awe
Romanticism,sadness,john-constable_flowers-in-a-glass-vase,5,the dull background is slowly sucking the life out of those once colorful flowers,old,val,14,the dull background is slowly sucking the life out of those once colorful flowers,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/john-constable_flowers-in-a-glass-vase.jpg,sadness
Early_Renaissance,awe,pietro-perugino_the-pazzi-crucifixion-detail-1,5,"The woman appears to be an angel, and she looks happy and peaceful.",old,val,13,the woman appears to be an angel and she looks happy and peaceful,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/pietro-perugino_the-pazzi-crucifixion-detail-1.jpg,awe
Minimalism,awe,luciano-bartolini_asterione-1979,5,Interesting use of shapes and I like the wrinkled paper look.,old,train,11,interesting use of shapes and i like the wrinkled paper look,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Minimalism/luciano-bartolini_asterione-1979.jpg,awe
Post_Impressionism,contentment,constantin-piliuta_still-life-with-flowers,5,I love the dreamy colors and blurred lines of these flowers in vases.,old,train,13,i love the dreamy colors and blurred lines of these flowers in vases,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/constantin-piliuta_still-life-with-flowers.jpg,contentment
Cubism,something else,willi-baumeister_swimmers-on-the-ladder-1929,6,The bizarre abstract lines and edges of this picture cause confusion.,old,train,11,the bizarre abstract lines and edges of this picture cause confusion,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/willi-baumeister_swimmers-on-the-ladder-1929.jpg,something else
Ukiyo_e,something else,kitagawa-utamaro_flower-patterned-cotton,5,The love of a mother and her child. There is patience and understanding in this image as the woman helps the child learn to walk.,old,train,25,the love of a mother and her child there is patience and understanding in this image as the woman helps the child learn to walk,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/kitagawa-utamaro_flower-patterned-cotton.jpg,something else
Expressionism,contentment,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,The crows have all gathered for a family reunion on the power line,old,rest,13,the crows have all gathered for a family reunion on the power line,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,contentment
Baroque,amusement,rembrandt_the-anatomy-lesson-of-dr-nicolaes-tulp-fragment-1632-1,5,What a nosey bunch of men these must have been getting into everyone else's business.,old,train,16,what a nosey bunch of men these must have been getting into everyone else 's business,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/rembrandt_the-anatomy-lesson-of-dr-nicolaes-tulp-fragment-1632-1.jpg,amusement
Ukiyo_e,sadness,katsushika-hokusai_new-year-s-days-of-the-teahouse-ogi-ya-1812,6,"For some reason I get the feeling all of these women are imprisoned, or have very little control over their lives.",old,train,21,for some reason i get the feeling all of these women are imprisoned or have very little control over their lives,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/katsushika-hokusai_new-year-s-days-of-the-teahouse-ogi-ya-1812.jpg,sadness
Ukiyo_e,fear,utagawa-kuniyoshi_the-actor-22,6,It looks like the subject is wielding a weapon paired with the stern look,old,train,14,it looks like the subject is wielding a weapon paired with the stern look,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/utagawa-kuniyoshi_the-actor-22.jpg,fear
Fauvism,sadness,fikret-mualla-saygi_sar-elbise,5,it feels like the two furthest people are being excluded from the conversation so that makes me sad,old,train,18,it feels like the two furthest people are being excluded from the conversation so that makes me sad,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/fikret-mualla-saygi_sar-elbise.jpg,sadness
High_Renaissance,something else,giorgione_portrait-of-young-man-giustiniani-portrait-1504(2),5,I am curious as to who this man  is and why his portrait was painted.,old,val,15,i am curious as to who this man is and why his portrait was painted,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/giorgione_portrait-of-young-man-giustiniani-portrait-1504(2).jpg,something else
Expressionism,disgust,max-pechstein_dialogue-1920,5,"The painting of the women look ugly, with distorted limbs and triangular chins.",old,train,13,the painting of the women look ugly with distorted limbs and triangular chins,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_dialogue-1920.jpg,disgust
Fauvism,amusement,carlos-botelho_vista-de-lisboa-tejo-e-topo-do-arco-da-rua-augusta,5,A coast city full of culture,old,train,6,a coast city full of culture,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/carlos-botelho_vista-de-lisboa-tejo-e-topo-do-arco-da-rua-augusta.jpg,amusement
Naive_Art_Primitivism,contentment,marc-chagall_they-were-in-forty-pairs-1948,5,Feels much like a Goddess and her people. Rough drawing with just a wash of color. Easy to view,old,train,19,feels much like a goddess and her people rough drawing with just a wash of color easy to view,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/marc-chagall_they-were-in-forty-pairs-1948.jpg,contentment
Impressionism,contentment,eugene-boudin_quittebeuf-1893,5,The simple scene of the town next to the river with ducks and boats feels very calming to me.,old,train,19,the simple scene of the town next to the river with ducks and boats feels very calming to me,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/eugene-boudin_quittebeuf-1893.jpg,contentment
Romanticism,awe,vasily-tropinin_portrait-of-d-p-tatishchev-1838,6,The man has so many silver badges on his uniform,old,train,10,the man has so many silver badges on his uniform,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/vasily-tropinin_portrait-of-d-p-tatishchev-1838.jpg,awe
Rococo,amusement,dmitry-levitzky_natalia-melgunova,5,She looks like she is wearing a cat on her head.,old,train,11,she looks like she is wearing a cat on her head,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/dmitry-levitzky_natalia-melgunova.jpg,amusement
Naive_Art_Primitivism,fear,marc-chagall_joshua-prostrates-himself-before-the-angel-sword-bearer-chief-of-the-armies-of-the-lord-joshua,5,That gloomy air of black color and the scary face of the angel of death scared me.,old,train,17,that gloomy air of black color and the scary face of the angel of death scared me,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/marc-chagall_joshua-prostrates-himself-before-the-angel-sword-bearer-chief-of-the-armies-of-the-lord-joshua.jpg,fear
Post_Impressionism,contentment,raoul-dufy_anemones,5,A beautiful vase of flowers on the table in the kitchen.,old,train,11,a beautiful vase of flowers on the table in the kitchen,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/raoul-dufy_anemones.jpg,contentment
Color_Field_Painting,something else,olivier-debre_touraine-automne-jaune-rose,5,Interesting modern picture with golden colors and hints of pink.and greens. It's modern and likeable mainly for the palette.,old,train,21,interesting modern picture with golden colors and hints of pink and greens it is modern and likeable mainly for the palette,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/olivier-debre_touraine-automne-jaune-rose.jpg,something else
